NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name
3507574	AFUA_1G05670	hypothetical protein	Aspergillus fumigatus Af293	
3507575	AFUA_1G05680	hypothetical protein	Aspergillus fumigatus Af293	
3507576	AFUA_1G05690	hypothetical protein	Aspergillus fumigatus Af293	
3507583	AFUA_1G05745	hypothetical protein	Aspergillus fumigatus Af293	
3507584	AFUA_1G05750	hypothetical protein	Aspergillus fumigatus Af293	
3507587	AFUA_1G05780	hypothetical protein	Aspergillus fumigatus Af293	
3507591	AFUA_1G05820	hypothetical protein	Aspergillus fumigatus Af293	
3507593	AFUA_1G05840	hypothetical protein	Aspergillus fumigatus Af293	
3507595	AFUA_1G05860	hypothetical protein	Aspergillus fumigatus Af293	
3507597	AFUA_1G05880	hypothetical protein	Aspergillus fumigatus Af293	
3507598	AFUA_1G05890	hypothetical protein	Aspergillus fumigatus Af293	
3507600	AFUA_1G05910	hypothetical protein	Aspergillus fumigatus Af293	
3507601	AFUA_1G05920	hypothetical protein	Aspergillus fumigatus Af293	
3507615	AFUA_1G06060	hypothetical protein	Aspergillus fumigatus Af293	
3507617	AFUA_1G06090	hypothetical protein	Aspergillus fumigatus Af293	
3507619	AFUA_1G06110	hypothetical protein	Aspergillus fumigatus Af293	
3507641	AFUA_1G06330	hypothetical protein	Aspergillus fumigatus Af293	
3507644	AFUA_1G06360	hypothetical protein	Aspergillus fumigatus Af293	
3507651	AFUA_1G06430	hypothetical protein	Aspergillus fumigatus Af293	
3507656	AFUA_1G06480	hypothetical protein	Aspergillus fumigatus Af293	
3507657	AFUA_1G06490	hypothetical protein	Aspergillus fumigatus Af293	
3507658	AFUA_1G06500	hypothetical protein	Aspergillus fumigatus Af293	
3507659	AFUA_1G06510	hypothetical protein	Aspergillus fumigatus Af293	
3507675	AFUA_1G06670	hypothetical protein	Aspergillus fumigatus Af293	
3507682	AFUA_1G06740	hypothetical protein	Aspergillus fumigatus Af293	
3507690	AFUA_1G06820	hypothetical protein	Aspergillus fumigatus Af293	
3507695	AFUA_1G06870	hypothetical protein	Aspergillus fumigatus Af293	
3507701	AFUA_1G06930	hypothetical protein	Aspergillus fumigatus Af293	
3507705	AFUA_1G06970	hypothetical protein	Aspergillus fumigatus Af293	
3507710	AFUA_1G07030	hypothetical protein	Aspergillus fumigatus Af293	
3507715	AFUA_1G07090	hypothetical protein	Aspergillus fumigatus Af293	
3507716	AFUA_1G07100	hypothetical protein	Aspergillus fumigatus Af293	
3507726	AFUA_1G07195	hypothetical protein	Aspergillus fumigatus Af293	
3507728	AFUA_1G07210	hypothetical protein	Aspergillus fumigatus Af293	
3507731	AFUA_1G07240	hypothetical protein	Aspergillus fumigatus Af293	
3507734	AFUA_1G07270	hypothetical protein	Aspergillus fumigatus Af293	
3507735	AFUA_1G07280	hypothetical protein	Aspergillus fumigatus Af293	
3507737	AFUA_1G07310	hypothetical protein	Aspergillus fumigatus Af293	
3507742	AFUA_1G07360	hypothetical protein	Aspergillus fumigatus Af293	
3507743	AFUA_1G07370	hypothetical protein	Aspergillus fumigatus Af293	
3507745	AFUA_1G07400	hypothetical protein	Aspergillus fumigatus Af293	
3507748	AFUA_1G07430	hypothetical protein	Aspergillus fumigatus Af293	
3507755	AFUA_1G07500	hypothetical protein	Aspergillus fumigatus Af293	
3507762	AFUA_1G07570	tRNA (carboxymethyluridine(34)-5-O)-methyltransferase	Aspergillus fumigatus Af293	
3507767	AFUA_1G07620	hypothetical protein	Aspergillus fumigatus Af293	
3507771	AFUA_1G07660	hypothetical protein	Aspergillus fumigatus Af293	
3507772	AFUA_1G07670	hypothetical protein	Aspergillus fumigatus Af293	
3507781	AFUA_1G00130	hypothetical protein	Aspergillus fumigatus Af293	
3507784	AFUA_1G00160	hypothetical protein	Aspergillus fumigatus Af293	
3507786	AFUA_1G00180	hypothetical protein	Aspergillus fumigatus Af293	
3507793	AFUA_1G03030	hypothetical protein	Aspergillus fumigatus Af293	
3507800	AFUA_1G02910	hypothetical protein	Aspergillus fumigatus Af293	
3507801	AFUA_1G02920	hypothetical protein	Aspergillus fumigatus Af293	
3507805	AFUA_1G02960	hypothetical protein	Aspergillus fumigatus Af293	
3507811	AFUA_1G03580	hypothetical protein	Aspergillus fumigatus Af293	
3507812	AFUA_1G02840	hypothetical protein	Aspergillus fumigatus Af293	
3507815	AFUA_1G02870	hypothetical protein	Aspergillus fumigatus Af293	
3507819	AFUA_1G02770	hypothetical protein	Aspergillus fumigatus Af293	
3507826	AFUA_1G03460	hypothetical protein	Aspergillus fumigatus Af293	
3507827	AFUA_1G03470	hypothetical protein	Aspergillus fumigatus Af293	
3507828	AFUA_1G03480	hypothetical protein	Aspergillus fumigatus Af293	
3507839	AFUA_1G01790	hypothetical protein	Aspergillus fumigatus Af293	
3507842	AFUA_1G01820	hypothetical protein	Aspergillus fumigatus Af293	
3507848	AFUA_1G01940	hypothetical protein	Aspergillus fumigatus Af293	
3507849	AFUA_1G01950	hypothetical protein	Aspergillus fumigatus Af293	
3507850	AFUA_1G01960	hypothetical protein	Aspergillus fumigatus Af293	
3507879	AFUA_1G02080	hypothetical protein	Aspergillus fumigatus Af293	
3507881	AFUA_1G02100	hypothetical protein	Aspergillus fumigatus Af293	
3507882	AFUA_1G02710	hypothetical protein	Aspergillus fumigatus Af293	
3507883	AFUA_1G02720	hypothetical protein	Aspergillus fumigatus Af293	
3507886	AFUA_1G02750	hypothetical protein	Aspergillus fumigatus Af293	
3507890	AFUA_1G03120	hypothetical protein	Aspergillus fumigatus Af293	
3507891	AFUA_1G03130	hypothetical protein	Aspergillus fumigatus Af293	
3507894	AFUA_1G02160	hypothetical protein	Aspergillus fumigatus Af293	
3507900	AFUA_1G02220	hypothetical protein	Aspergillus fumigatus Af293	
3507901	AFUA_1G02230	hypothetical protein	Aspergillus fumigatus Af293	
3507902	AFUA_1G02240	hypothetical protein	Aspergillus fumigatus Af293	
3507903	AFUA_1G02250	hypothetical protein	Aspergillus fumigatus Af293	
3507906	AFUA_1G02280	hypothetical protein	Aspergillus fumigatus Af293	
3507907	AFUA_1G02290	hypothetical protein	Aspergillus fumigatus Af293	
3507908	AFUA_1G03700	hypothetical protein	Aspergillus fumigatus Af293	
3507913	AFUA_1G03750	hypothetical protein	Aspergillus fumigatus Af293	
3507915	AFUA_1G02300	hypothetical protein	Aspergillus fumigatus Af293	
3507916	AFUA_1G02310	hypothetical protein	Aspergillus fumigatus Af293	
3507917	AFUA_1G02320	hypothetical protein	Aspergillus fumigatus Af293	
3507918	AFUA_1G02330	hypothetical protein	Aspergillus fumigatus Af293	
3507919	AFUA_1G02340	hypothetical protein	Aspergillus fumigatus Af293	
3507921	AFUA_1G03650	hypothetical protein	Aspergillus fumigatus Af293	
3507923	AFUA_1G03670	hypothetical protein	Aspergillus fumigatus Af293	
3507924	AFUA_1G03680	hypothetical protein	Aspergillus fumigatus Af293	
3507928	AFUA_1G02380	hypothetical protein	Aspergillus fumigatus Af293	
3507930	AFUA_1G02400	hypothetical protein	Aspergillus fumigatus Af293	
3507932	AFUA_1G02650	hypothetical protein	Aspergillus fumigatus Af293	
3507941	AFUA_1G03360	hypothetical protein	Aspergillus fumigatus Af293	
3507942	AFUA_1G03370	hypothetical protein	Aspergillus fumigatus Af293	
3507945	AFUA_1G03160	hypothetical protein	Aspergillus fumigatus Af293	
3507950	AFUA_1G03190	hypothetical protein	Aspergillus fumigatus Af293	
3507953	AFUA_1G02600	hypothetical protein	Aspergillus fumigatus Af293	
3507955	AFUA_1G02620	hypothetical protein	Aspergillus fumigatus Af293	
3507959	AFUA_1G02640	hypothetical protein	Aspergillus fumigatus Af293	
3507960	AFUA_1G02420	hypothetical protein	Aspergillus fumigatus Af293	
3507963	AFUA_1G02450	hypothetical protein	Aspergillus fumigatus Af293	
3507967	AFUA_1G02490	hypothetical protein	Aspergillus fumigatus Af293	
3507970	AFUA_1G02520	hypothetical protein	Aspergillus fumigatus Af293	
3507971	AFUA_1G03220	hypothetical protein	Aspergillus fumigatus Af293	
3507973	AFUA_1G03240	hypothetical protein	Aspergillus fumigatus Af293	
3507985	AFUA_1G03610	hypothetical protein	Aspergillus fumigatus Af293	
3507988	AFUA_1G03640	hypothetical protein	Aspergillus fumigatus Af293	
3507992	AFUA_1G02560	hypothetical protein	Aspergillus fumigatus Af293	
3507996	AFUA_1G00110	hypothetical protein	Aspergillus fumigatus Af293	
3507997	AFUA_1G00120	hypothetical protein	Aspergillus fumigatus Af293	
3508002	AFUA_1G04740	hypothetical protein	Aspergillus fumigatus Af293	
3508004	AFUA_1G04760	hypothetical protein	Aspergillus fumigatus Af293	
3508005	AFUA_1G03270	hypothetical protein	Aspergillus fumigatus Af293	
3508009	AFUA_1G03310	hypothetical protein	Aspergillus fumigatus Af293	
3508010	AFUA_1G03320	hypothetical protein	Aspergillus fumigatus Af293	
3508011	AFUA_1G03770	hypothetical protein	Aspergillus fumigatus Af293	
3508019	AFUA_1G00210	hypothetical protein	Aspergillus fumigatus Af293	
3508020	AFUA_1G00220	hypothetical protein	Aspergillus fumigatus Af293	
3508021	AFUA_1G00230	hypothetical protein	Aspergillus fumigatus Af293	
3508041	AFUA_6G08650	hypothetical protein	Aspergillus fumigatus Af293	
3508069	AFUA_6G08930	hypothetical protein	Aspergillus fumigatus Af293	
3508070	AFUA_6G08940	hypothetical protein	Aspergillus fumigatus Af293	
3508071	AFUA_6G08950	hypothetical protein	Aspergillus fumigatus Af293	
3508076	AFUA_6G08990	hypothetical protein	Aspergillus fumigatus Af293	
3508080	AFUA_6G09030	hypothetical protein	Aspergillus fumigatus Af293	
3508088	AFUA_6G09090	hypothetical protein	Aspergillus fumigatus Af293	
3508089	AFUA_6G09100	hypothetical protein	Aspergillus fumigatus Af293	
3508091	AFUA_6G09120	hypothetical protein	Aspergillus fumigatus Af293	
3508092	AFUA_6G09130	hypothetical protein	Aspergillus fumigatus Af293	
3508094	AFUA_6G09150	hypothetical protein	Aspergillus fumigatus Af293	
3508099	AFUA_6G09200	hypothetical protein	Aspergillus fumigatus Af293	
3508113	AFUA_6G09340	hypothetical protein	Aspergillus fumigatus Af293	
3508115	AFUA_6G09353	hypothetical protein	Aspergillus fumigatus Af293	
3508116	AFUA_6G09356	hypothetical protein	Aspergillus fumigatus Af293	
3508119	AFUA_6G09380	hypothetical protein	Aspergillus fumigatus Af293	
3508120	AFUA_6G09390	hypothetical protein	Aspergillus fumigatus Af293	
3508121	AFUA_6G09400	hypothetical protein	Aspergillus fumigatus Af293	
3508122	AFUA_6G09410	hypothetical protein	Aspergillus fumigatus Af293	
3508123	AFUA_6G09420	hypothetical protein	Aspergillus fumigatus Af293	
3508124	AFUA_6G09430	hypothetical protein	Aspergillus fumigatus Af293	
3508133	AFUA_6G09530	hypothetical protein	Aspergillus fumigatus Af293	
3508136	AFUA_6G06390	hypothetical protein	Aspergillus fumigatus Af293	
3508138	AFUA_6G06410	hypothetical protein	Aspergillus fumigatus Af293	
3508143	AFUA_6G09560	hypothetical protein	Aspergillus fumigatus Af293	
3508144	AFUA_6G09570	hypothetical protein	Aspergillus fumigatus Af293	
3508152	AFUA_6G06480	hypothetical protein	Aspergillus fumigatus Af293	
3508156	AFUA_6G09620	hypothetical protein	Aspergillus fumigatus Af293	
3508169	AFUA_6G09745	hypothetical protein	Aspergillus fumigatus Af293	
3508177	AFUA_6G09830	hypothetical protein	Aspergillus fumigatus Af293	
3508178	AFUA_6G09850	hypothetical protein	Aspergillus fumigatus Af293	
3508179	AFUA_6G09860	hypothetical protein	Aspergillus fumigatus Af293	
3508180	AFUA_6G09865	hypothetical protein	Aspergillus fumigatus Af293	
3508183	AFUA_6G09890	hypothetical protein	Aspergillus fumigatus Af293	
3508186	AFUA_6G09920	hypothetical protein	Aspergillus fumigatus Af293	
3508189	AFUA_6G09950	hypothetical protein	Aspergillus fumigatus Af293	
3508190	AFUA_6G09960	hypothetical protein	Aspergillus fumigatus Af293	
3508194	AFUA_6G10000	hypothetical protein	Aspergillus fumigatus Af293	
3508202	AFUA_6G10080	hypothetical protein	Aspergillus fumigatus Af293	
3508209	AFUA_6G10150	hypothetical protein	Aspergillus fumigatus Af293	
3508210	AFUA_6G10160	hypothetical protein	Aspergillus fumigatus Af293	
3508213	AFUA_6G10190	hypothetical protein	Aspergillus fumigatus Af293	
3508214	AFUA_6G10200	hypothetical protein	Aspergillus fumigatus Af293	
3508221	AFUA_6G10280	hypothetical protein	Aspergillus fumigatus Af293	
3508224	AFUA_6G10310	hypothetical protein	Aspergillus fumigatus Af293	
3508227	AFUA_6G10340	hypothetical protein	Aspergillus fumigatus Af293	
3508228	AFUA_6G10350	hypothetical protein	Aspergillus fumigatus Af293	
3508233	AFUA_6G10400	hypothetical protein	Aspergillus fumigatus Af293	
3508235	AFUA_6G10420	hypothetical protein	Aspergillus fumigatus Af293	
3508237	AFUA_6G10440	hypothetical protein	Aspergillus fumigatus Af293	
3508238	AFUA_6G10450	hypothetical protein	Aspergillus fumigatus Af293	
3508242	AFUA_6G10490	hypothetical protein	Aspergillus fumigatus Af293	
3508243	AFUA_6G10500	hypothetical protein	Aspergillus fumigatus Af293	
3508257	AFUA_6G10640	hypothetical protein	Aspergillus fumigatus Af293	
3508260	AFUA_6G10670	hypothetical protein	Aspergillus fumigatus Af293	
3508264	AFUA_6G10710	hypothetical protein	Aspergillus fumigatus Af293	
3508267	AFUA_6G10740	hypothetical protein	Aspergillus fumigatus Af293	
3508268	AFUA_6G10750	hypothetical protein	Aspergillus fumigatus Af293	
3508277	AFUA_6G10840	hypothetical protein	Aspergillus fumigatus Af293	
3508278	AFUA_6G10850	hypothetical protein	Aspergillus fumigatus Af293	
3508279	AFUA_6G10860	hypothetical protein	Aspergillus fumigatus Af293	
3508286	AFUA_6G10940	hypothetical protein	Aspergillus fumigatus Af293	
3508287	AFUA_6G10960	hypothetical protein	Aspergillus fumigatus Af293	
3508288	AFUA_6G10970	hypothetical protein	Aspergillus fumigatus Af293	
3508291	AFUA_6G11000	hypothetical protein	Aspergillus fumigatus Af293	
3508298	AFUA_6G11090	hypothetical protein	Aspergillus fumigatus Af293	
3508307	AFUA_6G11180	hypothetical protein	Aspergillus fumigatus Af293	
3508313	AFUA_6G11240	hypothetical protein	Aspergillus fumigatus Af293	
3508317	AFUA_6G11280	hypothetical protein	Aspergillus fumigatus Af293	
3508318	AFUA_6G11290	hypothetical protein	Aspergillus fumigatus Af293	
3508342	AFUA_6G11540	hypothetical protein	Aspergillus fumigatus Af293	
3508357	AFUA_6G11700	hypothetical protein	Aspergillus fumigatus Af293	
3508358	AFUA_6G11710	hypothetical protein	Aspergillus fumigatus Af293	
3508359	AFUA_6G11720	hypothetical protein	Aspergillus fumigatus Af293	
3508363	AFUA_6G11760	hypothetical protein	Aspergillus fumigatus Af293	
3508365	AFUA_6G11780	hypothetical protein	Aspergillus fumigatus Af293	
3508366	AFUA_6G11790	hypothetical protein	Aspergillus fumigatus Af293	
3508370	AFUA_6G11850	hypothetical protein	Aspergillus fumigatus Af293	
3508372	AFUA_6G11870	hypothetical protein	Aspergillus fumigatus Af293	
3508373	AFUA_6G11880	hypothetical protein	Aspergillus fumigatus Af293	
3508375	AFUA_6G11900	hypothetical protein	Aspergillus fumigatus Af293	
3508378	AFUA_6G11930	hypothetical protein	Aspergillus fumigatus Af293	
3508379	AFUA_6G11950	hypothetical protein	Aspergillus fumigatus Af293	
3508380	AFUA_6G11960	hypothetical protein	Aspergillus fumigatus Af293	
3508383	AFUA_6G11990	hypothetical protein	Aspergillus fumigatus Af293	
3508384	AFUA_6G12000	hypothetical protein	Aspergillus fumigatus Af293	
3508398	AFUA_6G12140	hypothetical protein	Aspergillus fumigatus Af293	
3508403	AFUA_6G12190	hypothetical protein	Aspergillus fumigatus Af293	
3508404	AFUA_6G12200	hypothetical protein	Aspergillus fumigatus Af293	
3508407	AFUA_6G12230	hypothetical protein	Aspergillus fumigatus Af293	
3508414	AFUA_6G12310	hypothetical protein	Aspergillus fumigatus Af293	
3508415	AFUA_6G12320	hypothetical protein	Aspergillus fumigatus Af293	
3508421	AFUA_6G12370	hypothetical protein	Aspergillus fumigatus Af293	
3508429	AFUA_6G12440	hypothetical protein	Aspergillus fumigatus Af293	
3508431	AFUA_6G12460	hypothetical protein	Aspergillus fumigatus Af293	
3508444	AFUA_6G12590	hypothetical protein	Aspergillus fumigatus Af293	
3508449	AFUA_6G12640	hypothetical protein	Aspergillus fumigatus Af293	
3508450	AFUA_6G12650	hypothetical protein	Aspergillus fumigatus Af293	
3508463	AFUA_6G12780	hypothetical protein	Aspergillus fumigatus Af293	
3508473	AFUA_6G12880	hypothetical protein	Aspergillus fumigatus Af293	
3508481	AFUA_6G12960	hypothetical protein	Aspergillus fumigatus Af293	
3508490	AFUA_6G13060	hypothetical protein	Aspergillus fumigatus Af293	
3508493	AFUA_6G13090	hypothetical protein	Aspergillus fumigatus Af293	
3508499	AFUA_6G13150	hypothetical protein	Aspergillus fumigatus Af293	
3508506	AFUA_6G13220	hypothetical protein	Aspergillus fumigatus Af293	
3508523	AFUA_6G13360	hypothetical protein	Aspergillus fumigatus Af293	
3508535	AFUA_6G13460	hypothetical protein	Aspergillus fumigatus Af293	
3508536	AFUA_6G13470	hypothetical protein	Aspergillus fumigatus Af293	
3508537	AFUA_6G13480	hypothetical protein	Aspergillus fumigatus Af293	
3508539	AFUA_6G13500	hypothetical protein	Aspergillus fumigatus Af293	
3508540	AFUA_6G13510	hypothetical protein	Aspergillus fumigatus Af293	
3508546	AFUA_6G13560	hypothetical protein	Aspergillus fumigatus Af293	
3508548	AFUA_6G13580	hypothetical protein	Aspergillus fumigatus Af293	
3508552	AFUA_6G13630	hypothetical protein	Aspergillus fumigatus Af293	
3508555	AFUA_6G13640	hypothetical protein	Aspergillus fumigatus Af293	
3508557	AFUA_6G13660	hypothetical protein	Aspergillus fumigatus Af293	
3508558	AFUA_6G13670	hypothetical protein	Aspergillus fumigatus Af293	
3508561	AFUA_6G13700	hypothetical protein	Aspergillus fumigatus Af293	
3508562	AFUA_6G13710	hypothetical protein	Aspergillus fumigatus Af293	
3508564	AFUA_6G13730	hypothetical protein	Aspergillus fumigatus Af293	
3508565	AFUA_6G13740	hypothetical protein	Aspergillus fumigatus Af293	
3508572	AFUA_6G13810	hypothetical protein	Aspergillus fumigatus Af293	
3508573	AFUA_6G13820	hypothetical protein	Aspergillus fumigatus Af293	
3508575	AFUA_6G13840	hypothetical protein	Aspergillus fumigatus Af293	
3508577	AFUA_6G13860	hypothetical protein	Aspergillus fumigatus Af293	
3508580	AFUA_6G13890	hypothetical protein	Aspergillus fumigatus Af293	
3508581	AFUA_6G13900	hypothetical protein	Aspergillus fumigatus Af293	
3508593	AFUA_6G14020	hypothetical protein	Aspergillus fumigatus Af293	
3508597	AFUA_6G14060	hypothetical protein	Aspergillus fumigatus Af293	
3508602	AFUA_6G14110	hypothetical protein	Aspergillus fumigatus Af293	
3508603	AFUA_6G14120	hypothetical protein	Aspergillus fumigatus Af293	
3508607	AFUA_6G14160	hypothetical protein	Aspergillus fumigatus Af293	
3508610	AFUA_6G14190	hypothetical protein	Aspergillus fumigatus Af293	
3508614	AFUA_6G14230	hypothetical protein	Aspergillus fumigatus Af293	
3508618	AFUA_6G14270	hypothetical protein	Aspergillus fumigatus Af293	
3508620	AFUA_6G14290	hypothetical protein	Aspergillus fumigatus Af293	
3508623	AFUA_6G14320	hypothetical protein	Aspergillus fumigatus Af293	
3508631	AFUA_6G14400	hypothetical protein	Aspergillus fumigatus Af293	
3508636	AFUA_6G14450	hypothetical protein	Aspergillus fumigatus Af293	
3508638	AFUA_6G14470	hypothetical protein	Aspergillus fumigatus Af293	
3508648	AFUA_6G14570	hypothetical protein	Aspergillus fumigatus Af293	
3508654	AFUA_6G14630	hypothetical protein	Aspergillus fumigatus Af293	
3508658	AFUA_6G14670	hypothetical protein	Aspergillus fumigatus Af293	
3508660	AFUA_6G14700	hypothetical protein	Aspergillus fumigatus Af293	
3508666	AFUA_6G08260	hypothetical protein	Aspergillus fumigatus Af293	
3508667	AFUA_6G08270	hypothetical protein	Aspergillus fumigatus Af293	
3508671	AFUA_6G07460	hypothetical protein	Aspergillus fumigatus Af293	
